date,aqi,pm25,pm10,no2,so2,co,o3,city
2020-11-11,103.0,56.65,111.24,85.49,117.42,1.08,97.85,Chennai
2020-11-12,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2020-11-13,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2020-11-14,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2020-11-15,98.0,53.9,105.84,81.34,111.72,1.03,93.1,Chennai
2020-11-16,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2020-11-17,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2020-11-18,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2020-11-19,38.0,20.9,41.04,31.54,43.32,0.4,36.1,Chennai
2020-11-20,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2020-11-21,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2020-11-22,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-11-23,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2020-11-24,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2020-11-25,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2020-11-26,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2020-11-27,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-11-28,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2020-11-29,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2020-11-30,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2020-12-01,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2020-12-02,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2020-12-03,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2020-12-04,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2020-12-05,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2020-12-06,112.0,61.6,120.96,92.96,127.68,1.18,106.4,Chennai
2020-12-07,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-12-08,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2020-12-09,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-12-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2020-12-11,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-12-12,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2020-12-13,130.0,71.5,140.4,107.9,148.2,1.37,123.5,Chennai
2020-12-14,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2020-12-15,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai
2020-12-16,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2020-12-17,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2020-12-18,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2020-12-19,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2020-12-20,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2020-12-21,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2020-12-22,99.0,54.45,106.92,82.17,112.86,1.04,94.05,Chennai
2020-12-23,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2020-12-24,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2020-12-25,107.0,58.85,115.56,88.81,121.98,1.12,101.65,Chennai
2020-12-26,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2020-12-27,95.0,52.25,102.6,78.85,108.3,1.0,90.25,Chennai
2020-12-28,108.0,59.4,116.64,89.64,123.12,1.13,102.6,Chennai
2020-12-29,114.0,62.7,123.12,94.62,129.96,1.2,108.3,Chennai
2020-12-30,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2020-12-31,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-01-01,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2021-01-02,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-01-03,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2021-01-04,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2021-01-05,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-01-06,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-01-07,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-01-08,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-01-09,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2021-01-10,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-01-11,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-01-12,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-01-13,122.0,67.1,131.76,101.26,139.08,1.28,115.9,Chennai
2021-01-14,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2021-01-15,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2021-01-16,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2021-01-17,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-01-18,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-01-19,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2021-01-20,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2021-01-21,104.0,57.2,112.32,86.32,118.56,1.09,98.8,Chennai
2021-01-22,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-01-23,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-01-24,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2021-01-25,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-01-26,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-01-27,91.0,50.05,98.28,75.53,103.74,0.96,86.45,Chennai
2021-01-28,145.0,79.75,156.6,120.35,165.3,1.52,137.75,Chennai
2021-01-29,130.0,71.5,140.4,107.9,148.2,1.37,123.5,Chennai
2021-01-30,116.0,63.8,125.28,96.28,132.24,1.22,110.2,Chennai
2021-01-31,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2021-02-01,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2021-02-02,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2021-02-03,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2021-02-04,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2021-02-05,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-02-06,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-02-07,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-02-08,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-02-09,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-02-10,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2021-02-11,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2021-02-12,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-02-13,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2021-02-14,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-02-15,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-02-16,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2021-02-17,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2021-02-18,81.0,44.55,87.48,67.23,92.34,0.85,76.95,Chennai
2021-02-19,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2021-02-20,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2021-02-21,38.0,20.9,41.04,31.54,43.32,0.4,36.1,Chennai
2021-02-22,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-02-23,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2021-02-24,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2021-02-25,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2021-02-26,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-02-27,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-02-28,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-03-01,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-03-02,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2021-03-03,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2021-03-04,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2021-03-05,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-03-06,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-03-07,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2021-03-08,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-03-09,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-03-10,33.0,18.15,35.64,27.39,37.62,0.35,31.35,Chennai
2021-03-11,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-03-12,81.0,44.55,87.48,67.23,92.34,0.85,76.95,Chennai
2021-03-13,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-03-14,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-03-15,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-03-16,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-03-17,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-03-18,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2021-03-19,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2021-03-20,98.0,53.9,105.84,81.34,111.72,1.03,93.1,Chennai
2021-03-21,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-03-22,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2021-03-23,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2021-03-24,108.0,59.4,116.64,89.64,123.12,1.13,102.6,Chennai
2021-03-25,120.0,66.0,129.6,99.6,136.8,1.26,114.0,Chennai
2021-03-26,98.0,53.9,105.84,81.34,111.72,1.03,93.1,Chennai
2021-03-27,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2021-03-28,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-03-29,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2021-03-30,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-03-31,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2021-04-01,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-04-02,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2021-04-03,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2021-04-04,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-04-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-04-06,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2021-04-07,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-04-08,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-04-09,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-04-10,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2021-04-11,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2021-04-12,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2021-04-13,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-04-14,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-04-15,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-04-16,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-04-17,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-04-18,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2021-04-19,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-04-20,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-04-21,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-04-22,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2021-04-23,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-04-24,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2021-04-25,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-04-26,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-04-27,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-04-28,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-04-29,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-04-30,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-05-01,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2021-05-02,104.0,57.2,112.32,86.32,118.56,1.09,98.8,Chennai
2021-05-03,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2021-05-04,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2021-05-05,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2021-05-06,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2021-05-07,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-05-08,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-05-09,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-05-10,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2021-05-11,150.0,82.5,162.0,124.5,171.0,1.58,142.5,Chennai
2021-05-12,120.0,66.0,129.6,99.6,136.8,1.26,114.0,Chennai
2021-05-13,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2021-05-14,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2021-05-15,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-05-16,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2021-05-17,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-05-18,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-05-19,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-05-20,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-05-21,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-05-22,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2021-05-23,103.0,56.65,111.24,85.49,117.42,1.08,97.85,Chennai
2021-05-24,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2021-05-25,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-05-26,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-05-27,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-05-28,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-05-29,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-05-30,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-05-31,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-06-01,38.0,20.9,41.04,31.54,43.32,0.4,36.1,Chennai
2021-06-02,109.0,59.95,117.72,90.47,124.26,1.14,103.55,Chennai
2021-06-03,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-06-04,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-06-05,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2021-06-06,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2021-06-07,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2021-06-08,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-06-09,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-06-10,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2021-06-11,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-06-12,100.0,55.0,108.0,83.0,114.0,1.05,95.0,Chennai
2021-06-13,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-06-14,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2021-06-15,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-06-16,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-06-17,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2021-06-18,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2021-06-19,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2021-06-20,81.0,44.55,87.48,67.23,92.34,0.85,76.95,Chennai
2021-06-21,81.0,44.55,87.48,67.23,92.34,0.85,76.95,Chennai
2021-06-22,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-06-23,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2021-06-24,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2021-06-25,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2021-06-26,95.0,52.25,102.6,78.85,108.3,1.0,90.25,Chennai
2021-06-27,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-06-28,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-06-29,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-06-30,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-07-01,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2021-07-02,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2021-07-03,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-07-04,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-07-05,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-07-06,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2021-07-07,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-07-08,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2021-07-09,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-07-10,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-07-11,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2021-07-12,95.0,52.25,102.6,78.85,108.3,1.0,90.25,Chennai
2021-07-13,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2021-07-14,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-07-15,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2021-07-16,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-07-17,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-07-18,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2021-07-19,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-07-20,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-07-21,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-07-22,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-07-23,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-07-24,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-07-25,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2021-07-26,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-07-27,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-07-28,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-07-29,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-07-30,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2021-07-31,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-08-01,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2021-08-02,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2021-08-03,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2021-08-04,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2021-08-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-08-06,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-08-07,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-08-08,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-08-09,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-08-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-08-11,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2021-08-12,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-08-13,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2021-08-14,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-08-15,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2021-08-16,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2021-08-17,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-08-18,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2021-08-19,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-08-20,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-08-21,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-08-22,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2021-08-23,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-08-24,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-08-25,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-08-26,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-08-27,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-08-28,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-08-29,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2021-08-30,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-08-31,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-09-01,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2021-09-02,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2021-09-03,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2021-09-04,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-09-05,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-09-06,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-09-07,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-09-08,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-09-09,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-09-10,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-09-11,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai
2021-09-12,36.0,19.8,38.88,29.88,41.04,0.38,34.2,Chennai
2021-09-13,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-09-14,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-09-15,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-09-16,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-09-17,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-09-18,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2021-09-19,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2021-09-20,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-09-21,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-09-22,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2021-09-23,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2021-09-24,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2021-09-25,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-09-26,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-09-27,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-09-28,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-09-29,79.0,43.45,85.32,65.57,90.06,0.83,75.05,Chennai
2021-09-30,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2021-10-01,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2021-10-02,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2021-10-03,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-10-04,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2021-10-05,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2021-10-06,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-10-07,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-10-08,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-10-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-10-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-10-11,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2021-10-12,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-10-13,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-10-14,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-10-15,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-10-16,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2021-10-17,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-10-18,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2021-10-19,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2021-10-20,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2021-10-21,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2021-10-22,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2021-10-23,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-10-24,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2021-10-25,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
